dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
ch.qos.logback:logback-classic,org.apache.httpcomponents:httpmime,44,657,143,0.07,0.31,0.31
commons-configuration:commons-configuration,org.apache.commons:commons-math3,31,146,177,0.21,0.18,0.21
org.codehaus.jackson:jackson-core-asl,org.mybatis.spring.boot:mybatis-spring-boot-starter,1,104,125,0.01,0.01,0.01
javax.ws.rs:javax.ws.rs-api,org.junit.jupiter:junit-jupiter,8,134,133,0.06,0.06,0.06
org.hibernate:hibernate-entitymanager,org.mockito:mockito-core,51,109,865,0.47,0.06,0.47
com.jcraft:jsch,org.mockito:mockito-junit-jupiter,3,101,107,0.03,0.03,0.03
org.apache.commons:commons-text,org.bouncycastle:bcprov-jdk15on,37,174,182,0.21,0.2,0.21
com.fasterxml.jackson.core:jackson-databind,commons-configuration:commons-configuration,68,804,146,0.08,0.47,0.47
com.squareup.okhttp3:okhttp,org.elasticsearch:elasticsearch,17,212,118,0.08,0.14,0.14
com.squareup.okhttp3:okhttp,org.apache.kafka:kafka-clients,37,212,150,0.17,0.25,0.25
com.fasterxml.jackson.core:jackson-annotations,org.junit.vintage:junit-vintage-engine,29,429,104,0.07,0.28,0.28
javax.servlet.jsp:jsp-api,org.apache.avro:avro,6,103,108,0.06,0.06,0.06
com.google.guava:guava,org.apache.commons:commons-text,109,1138,174,0.1,0.63,0.63
com.google.guava:guava,com.squareup.okhttp3:okhttp,115,1138,212,0.1,0.54,0.54
org.slf4j:slf4j-log4j12,xerces:xercesImpl,42,528,109,0.08,0.39,0.39
org.apache.ant:ant,redis.clients:jedis,11,154,179,0.07,0.06,0.07
org.springframework:spring-core,org.springframework:spring-orm,92,326,124,0.28,0.74,0.74
com.sun.xml.bind:jaxb-impl,org.aspectj:aspectjrt,18,157,111,0.11,0.16,0.16
com.sun.xml.bind:jaxb-impl,commons-logging:commons-logging,55,157,360,0.35,0.15,0.35
org.apache.logging.log4j:log4j-slf4j-impl,xerces:xercesImpl,20,217,109,0.09,0.18,0.18
com.google.inject:guice,org.apache.lucene:lucene-analyzers-common,8,188,105,0.04,0.08,0.08
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-log4j12,36,262,528,0.14,0.07,0.14
org.apache.poi:poi,org.postgresql:postgresql,22,129,230,0.17,0.1,0.17
org.apache.poi:poi,org.testng:testng,17,129,278,0.13,0.06,0.13
org.mockito:mockito-junit-jupiter,org.slf4j:jul-to-slf4j,8,107,140,0.07,0.06,0.07
com.jayway.jsonpath:json-path,org.codehaus.groovy:groovy-all,17,120,117,0.14,0.15,0.15
commons-codec:commons-codec,commons-configuration:commons-configuration,85,570,146,0.15,0.58,0.58
commons-codec:commons-codec,org.slf4j:jul-to-slf4j,64,570,140,0.11,0.46,0.46
org.powermock:powermock-api-mockito2,org.springframework:spring-webmvc,11,100,251,0.11,0.04,0.11
mysql:mysql-connector-java,org.bouncycastle:bcpkix-jdk15on,25,494,142,0.05,0.18,0.18
org.apache.httpcomponents:httpcore,org.springframework:spring-context-support,40,255,150,0.16,0.27,0.27
org.apache.httpcomponents:httpcore,org.springframework:spring-orm,24,255,124,0.09,0.19,0.19
org.easymock:easymock,org.json:json,26,185,219,0.14,0.12,0.14
io.dropwizard.metrics:metrics-core,org.apache.httpcomponents:httpmime,13,145,143,0.09,0.09,0.09
io.dropwizard.metrics:metrics-core,mysql:mysql-connector-java,39,145,494,0.27,0.08,0.27
io.springfox:springfox-swagger2,org.apache.zookeeper:zookeeper,22,137,183,0.16,0.12,0.16
javax.xml.bind:jaxb-api,org.json:json,44,295,219,0.15,0.2,0.2
com.fasterxml.jackson.core:jackson-databind,com.squareup.okhttp3:okhttp,96,804,212,0.12,0.45,0.45
org.slf4j:jcl-over-slf4j,org.springframework:spring-context-support,52,298,150,0.17,0.35,0.35
io.springfox:springfox-swagger-ui,org.jsoup:jsoup,11,121,220,0.09,0.05,0.09
org.apache.httpcomponents:httpclient,org.scala-lang:scala-library,66,665,174,0.1,0.38,0.38
org.apache.poi:poi-ooxml,org.postgresql:postgresql,21,134,230,0.16,0.09,0.16
org.apache.logging.log4j:log4j-api,org.aspectj:aspectjrt,17,267,111,0.06,0.15,0.15
org.apache.logging.log4j:log4j-api,org.mongodb:mongo-java-driver,21,267,110,0.08,0.19,0.19
commons-validator:commons-validator,org.springframework:spring-tx,23,101,160,0.23,0.14,0.23
commons-io:commons-io,org.json:json,132,1001,219,0.13,0.6,0.6
commons-io:commons-io,org.springframework:spring-core,186,1001,326,0.19,0.57,0.57
io.netty:netty-all,org.apache.thrift:libthrift,31,220,102,0.14,0.3,0.3
org.javassist:javassist,org.mockito:mockito-all,38,222,388,0.17,0.1,0.17
org.mongodb:mongo-java-driver,org.springframework:spring-expression,10,110,108,0.09,0.09,0.09
org.elasticsearch:elasticsearch,org.testcontainers:testcontainers,16,118,111,0.14,0.14,0.14
commons-cli:commons-cli,org.junit.jupiter:junit-jupiter-api,47,368,262,0.13,0.18,0.18
com.alibaba:fastjson,org.codehaus.jackson:jackson-mapper-asl,9,288,154,0.03,0.06,0.06
org.apache.commons:commons-csv,org.quartz-scheduler:quartz,16,125,133,0.13,0.12,0.13
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.testng:testng,28,122,278,0.23,0.1,0.23
commons-net:commons-net,org.eclipse.jetty:jetty-servlet,22,126,189,0.17,0.12,0.17
org.codehaus.groovy:groovy-all,org.projectlombok:lombok,15,117,373,0.13,0.04,0.13
org.codehaus.groovy:groovy-all,org.mockito:mockito-core,44,117,865,0.38,0.05,0.38
commons-collections:commons-collections,org.testng:testng,47,272,278,0.17,0.17,0.17
javax.mail:mail,org.openjdk.jmh:jmh-generator-annprocess,4,154,192,0.03,0.02,0.03
io.netty:netty-handler,org.apache.maven.plugin-tools:maven-plugin-annotations,9,106,219,0.08,0.04,0.08
org.aspectj:aspectjweaver,org.springframework:spring-context-support,61,163,150,0.37,0.41,0.41
org.aspectj:aspectjweaver,org.scala-lang:scala-library,11,163,174,0.07,0.06,0.07
org.eclipse.jetty:jetty-webapp,org.projectlombok:lombok,14,155,373,0.09,0.04,0.09
org.awaitility:awaitility,org.codehaus.groovy:groovy-all,12,141,117,0.09,0.1,0.1
com.google.code.findbugs:jsr305,com.googlecode.json-simple:json-simple,27,315,151,0.09,0.18,0.18
ch.qos.logback:logback-classic,org.codehaus.plexus:plexus-utils,29,657,135,0.04,0.21,0.21
ch.qos.logback:logback-classic,javax.inject:javax.inject,58,657,187,0.09,0.31,0.31
org.apache.velocity:velocity,org.springframework.security:spring-security-web,19,126,102,0.15,0.19,0.19
org.mockito:mockito-core,org.ow2.asm:asm,75,865,164,0.09,0.46,0.46
org.apache.httpcomponents:httpmime,org.codehaus.jackson:jackson-core-asl,18,143,104,0.13,0.17,0.17
com.beust:jcommander,org.apache.commons:commons-csv,11,100,125,0.11,0.09,0.11
com.beust:jcommander,org.apache.ant:ant,8,100,154,0.08,0.05,0.08
com.jcraft:jsch,javax.annotation:javax.annotation-api,12,101,235,0.12,0.05,0.12
com.jcraft:jsch,org.apache.ant:ant,13,101,154,0.13,0.08,0.13
com.squareup.okhttp3:okhttp,javax.inject:javax.inject,20,212,187,0.09,0.11,0.11
com.fasterxml.jackson.core:jackson-annotations,org.powermock:powermock-api-mockito2,37,429,100,0.09,0.37,0.37
com.google.guava:guava,com.sun.xml.bind:jaxb-impl,88,1138,157,0.08,0.56,0.56
javax.servlet:javax.servlet-api,org.slf4j:slf4j-jdk14,30,468,101,0.06,0.3,0.3
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.poi:poi-ooxml,9,219,134,0.04,0.07,0.07
javax.validation:validation-api,org.mockito:mockito-all,31,194,388,0.16,0.08,0.16
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.google.guava:guava,71,102,1138,0.7,0.06,0.7
org.antlr:antlr4-runtime,org.eclipse.jetty:jetty-server,22,114,253,0.19,0.09,0.19
commons-beanutils:commons-beanutils,org.quartz-scheduler:quartz,48,271,133,0.18,0.36,0.36
com.fasterxml.jackson.core:jackson-core,org.apache.curator:curator-framework,46,510,116,0.09,0.4,0.4
org.springframework:spring-core,org.yaml:snakeyaml,58,326,255,0.18,0.23,0.23
com.google.protobuf:protobuf-java,mysql:mysql-connector-java,63,258,494,0.24,0.13,0.24
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework.boot:spring-boot-starter-test,19,217,127,0.09,0.15,0.15
com.google.inject:guice,commons-collections:commons-collections,39,188,272,0.21,0.14,0.21
org.springframework:spring-jdbc,redis.clients:jedis,34,211,179,0.16,0.19,0.19
org.bouncycastle:bcpkix-jdk15on,org.junit.jupiter:junit-jupiter-params,14,142,151,0.1,0.09,0.1
org.junit.jupiter:junit-jupiter-api,org.slf4j:log4j-over-slf4j,17,262,121,0.06,0.14,0.14
org.apache.poi:poi,org.elasticsearch:elasticsearch,18,129,118,0.14,0.15,0.15
joda-time:joda-time,org.apache.httpcomponents:httpmime,42,382,143,0.11,0.29,0.29
joda-time:joda-time,org.apache.maven:maven-plugin-api,47,382,254,0.12,0.19,0.19
com.googlecode.json-simple:json-simple,io.netty:netty-all,20,151,220,0.13,0.09,0.13
com.jayway.jsonpath:json-path,com.zaxxer:HikariCP,15,120,135,0.13,0.11,0.13
junit:junit,org.springframework:spring-tx,143,2231,160,0.06,0.89,0.89
org.apache.logging.log4j:log4j-core,org.mybatis:mybatis,19,346,115,0.05,0.17,0.17
commons-lang:commons-lang,org.testng:testng,57,415,278,0.14,0.21,0.21
mysql:mysql-connector-java,org.mybatis:mybatis,86,494,115,0.17,0.75,0.75
com.google.code.gson:gson,org.scala-lang:scala-library,65,624,174,0.1,0.37,0.37
com.google.code.gson:gson,javax.activation:activation,31,624,102,0.05,0.3,0.3
javax.activation:activation,org.junit.vintage:junit-vintage-engine,13,102,104,0.13,0.13,0.13
com.alibaba:druid,org.apache.commons:commons-csv,7,137,125,0.05,0.06,0.06
io.dropwizard.metrics:metrics-core,org.postgresql:postgresql,26,145,230,0.18,0.11,0.18
com.github.ben-manes.caffeine:caffeine,org.mongodb:mongo-java-driver,15,102,110,0.15,0.14,0.15
com.github.ben-manes.caffeine:caffeine,org.eclipse.jetty:jetty-webapp,17,102,155,0.17,0.11,0.17
org.eclipse.jetty:jetty-server,org.powermock:powermock-module-junit4,49,253,203,0.19,0.24,0.24
org.aspectj:aspectjrt,org.springframework.boot:spring-boot-starter-web,9,111,139,0.08,0.06,0.08
org.aspectj:aspectjrt,org.jsoup:jsoup,13,111,220,0.12,0.06,0.12
javax.servlet:servlet-api,mysql:mysql-connector-java,62,267,494,0.23,0.13,0.23
org.apache.httpcomponents:httpclient,org.awaitility:awaitility,54,665,141,0.08,0.38,0.38
org.apache.httpcomponents:httpclient,org.glassfish.jaxb:jaxb-runtime,58,665,132,0.09,0.44,0.44
com.h2database:h2,org.codehaus.jackson:jackson-core-asl,25,353,104,0.07,0.24,0.24
org.apache.commons:commons-collections4,org.apache.commons:commons-compress,62,217,227,0.29,0.27,0.29
org.apache.commons:commons-collections4,org.apache.maven:maven-plugin-api,26,217,254,0.12,0.1,0.12
log4j:log4j,org.springframework:spring-web,108,491,278,0.22,0.39,0.39
org.apache.lucene:lucene-analyzers-common,org.hibernate:hibernate-entitymanager,9,105,109,0.09,0.08,0.09
commons-validator:commons-validator,org.hsqldb:hsqldb,22,101,190,0.22,0.12,0.22
commons-io:commons-io,mysql:mysql-connector-java,207,1001,494,0.21,0.42,0.42
com.zaxxer:HikariCP,javax.mail:mail,15,135,154,0.11,0.1,0.11
com.zaxxer:HikariCP,org.codehaus.jackson:jackson-core-asl,6,135,104,0.04,0.06,0.06
com.zaxxer:HikariCP,org.apache.commons:commons-text,23,135,174,0.17,0.13,0.17
org.javassist:javassist,org.projectlombok:lombok,40,222,373,0.18,0.11,0.18
cglib:cglib,org.bouncycastle:bcpkix-jdk15on,10,126,142,0.08,0.07,0.08
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-context-support,13,134,150,0.1,0.09,0.1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,commons-beanutils:commons-beanutils,34,134,271,0.25,0.13,0.25
org.elasticsearch:elasticsearch,org.slf4j:log4j-over-slf4j,14,118,121,0.12,0.12,0.12
commons-cli:commons-cli,org.springframework:spring-core,64,368,326,0.17,0.2,0.2
commons-cli:commons-cli,org.bouncycastle:bcpkix-jdk15on,32,368,142,0.09,0.23,0.23
commons-cli:commons-cli,junit:junit,280,368,2231,0.76,0.13,0.76
commons-cli:commons-cli,org.slf4j:log4j-over-slf4j,38,368,121,0.1,0.31,0.31
com.alibaba:fastjson,org.springframework:spring-orm,23,288,124,0.08,0.19,0.19
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.hsqldb:hsqldb,22,122,190,0.18,0.12,0.18
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,commons-logging:commons-logging,50,122,360,0.41,0.14,0.41
commons-net:commons-net,org.mockito:mockito-all,28,126,388,0.22,0.07,0.22
org.codehaus.groovy:groovy-all,org.glassfish.jaxb:jaxb-runtime,12,117,132,0.1,0.09,0.1
org.codehaus.groovy:groovy-all,org.slf4j:slf4j-api,78,117,1366,0.67,0.06,0.67
javax.mail:mail,org.springframework:spring-web,55,154,278,0.36,0.2,0.36
org.apache.lucene:lucene-core,org.scala-lang:scala-library,20,136,174,0.15,0.11,0.15
org.slf4j:slf4j-jdk14,org.springframework:spring-expression,9,101,108,0.09,0.08,0.09
commons-dbcp:commons-dbcp,org.antlr:antlr4-runtime,5,122,114,0.04,0.04,0.04
io.netty:netty-handler,org.codehaus.groovy:groovy-all,8,106,117,0.08,0.07,0.08
org.apache.zookeeper:zookeeper,org.testng:testng,23,183,278,0.13,0.08,0.13
ch.qos.logback:logback-classic,org.junit.jupiter:junit-jupiter-params,56,657,151,0.09,0.37,0.37
ch.qos.logback:logback-classic,org.apache.maven:maven-plugin-api,56,657,254,0.09,0.22,0.22
javax.ws.rs:javax.ws.rs-api,org.hamcrest:hamcrest-core,19,134,213,0.14,0.09,0.14
org.hamcrest:hamcrest-all,org.springframework:spring-core,39,236,326,0.17,0.12,0.17
org.hamcrest:hamcrest-all,org.springframework:spring-orm,11,236,124,0.05,0.09,0.09
org.hibernate:hibernate-entitymanager,org.jsoup:jsoup,15,109,220,0.14,0.07,0.14
org.apache.httpcomponents:httpmime,org.apache.kafka:kafka-clients,15,143,150,0.1,0.1,0.1
org.apache.httpcomponents:httpmime,org.apache.logging.log4j:log4j-core,31,143,346,0.22,0.09,0.22
commons-httpclient:commons-httpclient,org.elasticsearch:elasticsearch,12,138,118,0.09,0.1,0.1
commons-httpclient:commons-httpclient,org.apache.maven.plugin-tools:maven-plugin-annotations,11,138,219,0.08,0.05,0.08
com.beust:jcommander,com.h2database:h2,19,100,353,0.19,0.05,0.19
com.beust:jcommander,joda-time:joda-time,26,100,382,0.26,0.07,0.26
org.apache.commons:commons-text,org.hibernate:hibernate-core,22,174,193,0.13,0.11,0.13
com.fasterxml.jackson.core:jackson-databind,org.slf4j:jul-to-slf4j,74,804,140,0.09,0.53,0.53
org.openjdk.jmh:jmh-core,org.springframework.security:spring-security-web,9,204,102,0.04,0.09,0.09
com.fasterxml.jackson.core:jackson-annotations,org.freemarker:freemarker,47,429,150,0.11,0.31,0.31
javax.servlet.jsp:jsp-api,org.slf4j:slf4j-api,74,103,1366,0.72,0.05,0.72
com.google.guava:guava,org.codehaus.plexus:plexus-utils,78,1138,135,0.07,0.58,0.58
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-jdbc,15,219,211,0.07,0.07,0.07
org.codehaus.plexus:plexus-utils,org.springframework:spring-context,27,135,417,0.2,0.06,0.2
javax.inject:javax.inject,org.hamcrest:hamcrest,17,187,127,0.09,0.13,0.13
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.slf4j:log4j-over-slf4j,17,102,121,0.17,0.14,0.17
org.eclipse.jetty:jetty-util,org.mockito:mockito-core,64,110,865,0.58,0.07,0.58
org.springframework:spring-aop,org.yaml:snakeyaml,33,171,255,0.19,0.13,0.19
org.antlr:antlr4-runtime,org.apache.kafka:kafka-clients,23,114,150,0.2,0.15,0.2
org.antlr:antlr4-runtime,org.apache.thrift:libthrift,20,114,102,0.18,0.2,0.2
org.hamcrest:hamcrest-core,org.mongodb:mongo-java-driver,18,213,110,0.08,0.16,0.16
com.fasterxml.jackson.core:jackson-core,org.hsqldb:hsqldb,52,510,190,0.1,0.27,0.27
com.fasterxml.jackson.core:jackson-core,org.postgresql:postgresql,78,510,230,0.15,0.34,0.34
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-expression,59,510,108,0.12,0.55,0.55
com.google.protobuf:protobuf-java,com.thoughtworks.xstream:xstream,8,258,115,0.03,0.07,0.07
com.google.protobuf:protobuf-java,org.apache.kafka:kafka-clients,40,258,150,0.16,0.27,0.27
org.apache.logging.log4j:log4j-slf4j-impl,org.assertj:assertj-core,45,217,425,0.21,0.11,0.21
com.google.inject:guice,org.scala-lang:scala-library,24,188,174,0.13,0.14,0.14
joda-time:joda-time,org.hamcrest:hamcrest-core,66,382,213,0.17,0.31,0.31
org.glassfish.jaxb:jaxb-runtime,org.junit.jupiter:junit-jupiter-api,18,132,262,0.14,0.07,0.14
com.jayway.jsonpath:json-path,io.netty:netty-handler,12,120,106,0.1,0.11,0.11
com.jayway.jsonpath:json-path,org.openjdk.jmh:jmh-core,16,120,204,0.13,0.08,0.13
org.apache.logging.log4j:log4j-core,org.mongodb:mongo-java-driver,30,346,110,0.09,0.27,0.27
org.apache.maven:maven-artifact,org.javassist:javassist,21,117,222,0.18,0.09,0.18
mysql:mysql-connector-java,org.apache.lucene:lucene-analyzers-common,30,494,105,0.06,0.29,0.29
com.google.code.gson:gson,org.hamcrest:hamcrest,35,624,127,0.06,0.28,0.28
org.apache.httpcomponents:httpcore,org.openjdk.jmh:jmh-core,27,255,204,0.11,0.13,0.13
org.apache.httpcomponents:httpcore,org.hamcrest:hamcrest-core,47,255,213,0.18,0.22,0.22
net.java.dev.jna:jna,org.openjdk.jmh:jmh-core,19,146,204,0.13,0.09,0.13
com.alibaba:druid,org.apache.httpcomponents:httpmime,11,137,143,0.08,0.08,0.08
com.alibaba:druid,com.squareup.okhttp3:okhttp,29,137,212,0.21,0.14,0.21
io.springfox:springfox-swagger2,org.springframework.boot:spring-boot-starter-test,23,137,127,0.17,0.18,0.18
org.hamcrest:hamcrest,org.springframework.boot:spring-boot-starter-test,10,127,127,0.08,0.08,0.08
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-context-support,21,182,150,0.12,0.14,0.14
org.slf4j:jcl-over-slf4j,org.springframework:spring-orm,43,298,124,0.14,0.35,0.35
javax.servlet:servlet-api,org.apache.maven:maven-plugin-api,30,267,254,0.11,0.12,0.12
org.apache.poi:poi-ooxml,org.jsoup:jsoup,34,134,220,0.25,0.15,0.25
org.apache.poi:poi-ooxml,org.springframework:spring-webmvc,28,134,251,0.21,0.11,0.21
org.apache.commons:commons-collections4,org.springframework:spring-aop,34,217,171,0.16,0.2,0.2
org.apache.logging.log4j:log4j-api,org.testcontainers:testcontainers,28,267,111,0.1,0.25,0.25
com.zaxxer:HikariCP,org.apache.commons:commons-lang3,64,135,918,0.47,0.07,0.47
org.javassist:javassist,org.slf4j:jcl-over-slf4j,46,222,298,0.21,0.15,0.21
cglib:cglib,org.junit.jupiter:junit-jupiter-engine,14,126,312,0.11,0.04,0.11
org.junit.jupiter:junit-jupiter-params,org.springframework:spring-beans,15,151,252,0.1,0.06,0.1
org.junit.jupiter:junit-jupiter-params,org.springframework:spring-orm,9,151,124,0.06,0.07,0.07
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.slf4j:slf4j-api,97,134,1366,0.72,0.07,0.72
org.elasticsearch:elasticsearch,org.hamcrest:hamcrest-all,16,118,236,0.14,0.07,0.14
org.elasticsearch:elasticsearch,org.postgresql:postgresql,28,118,230,0.24,0.12,0.24
commons-cli:commons-cli,org.apache.poi:poi-ooxml,32,368,134,0.09,0.24,0.24
commons-cli:commons-cli,org.springframework:spring-context-support,31,368,150,0.08,0.21,0.21
commons-cli:commons-cli,org.mockito:mockito-junit-jupiter,15,368,107,0.04,0.14,0.14
com.alibaba:fastjson,org.springframework:spring-tx,34,288,160,0.12,0.21,0.21
org.apache.commons:commons-csv,org.apache.velocity:velocity,15,125,126,0.12,0.12,0.12
commons-collections:commons-collections,org.yaml:snakeyaml,64,272,255,0.24,0.25,0.25
org.powermock:powermock-module-junit4,org.slf4j:slf4j-api,125,203,1366,0.62,0.09,0.62
com.thoughtworks.xstream:xstream,org.slf4j:slf4j-log4j12,38,115,528,0.33,0.07,0.33
org.awaitility:awaitility,org.reflections:reflections,12,141,167,0.09,0.07,0.09
org.awaitility:awaitility,org.openjdk.jmh:jmh-generator-annprocess,17,141,192,0.12,0.09,0.12
com.google.code.findbugs:jsr305,org.antlr:antlr4-runtime,31,315,114,0.1,0.27,0.27
org.apache.velocity:velocity,org.scala-lang:scala-library,11,126,174,0.09,0.06,0.09
org.codehaus.jackson:jackson-core-asl,org.codehaus.plexus:plexus-utils,15,104,135,0.14,0.11,0.14
org.hamcrest:hamcrest-all,org.hibernate:hibernate-validator,26,236,149,0.11,0.17,0.17
org.apache.httpcomponents:httpmime,org.springframework:spring-expression,13,143,108,0.09,0.12,0.12
org.apache.commons:commons-text,org.reflections:reflections,22,174,167,0.13,0.13,0.13
com.fasterxml.jackson.core:jackson-databind,org.javassist:javassist,107,804,222,0.13,0.48,0.48
javax.servlet.jsp:jsp-api,org.apache.commons:commons-csv,13,103,125,0.13,0.1,0.13
javax.validation:validation-api,org.springframework:spring-tx,35,194,160,0.18,0.22,0.22
javax.validation:validation-api,org.openjdk.jmh:jmh-core,14,194,204,0.07,0.07,0.07
javax.validation:validation-api,org.apache.maven:maven-artifact,16,194,117,0.08,0.14,0.14
org.apache.ant:ant,org.hibernate:hibernate-validator,15,154,149,0.1,0.1,0.1
org.springframework:spring-aop,org.testng:testng,25,171,278,0.15,0.09,0.15
commons-beanutils:commons-beanutils,org.apache.commons:commons-compress,74,271,227,0.27,0.33,0.33
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-webmvc,95,510,251,0.19,0.38,0.38
com.sun.xml.bind:jaxb-impl,org.springframework:spring-tx,31,157,160,0.2,0.19,0.2
com.sun.xml.bind:jaxb-impl,org.jsoup:jsoup,27,157,220,0.17,0.12,0.17
com.google.protobuf:protobuf-java,org.postgresql:postgresql,36,258,230,0.14,0.16,0.16
org.apache.logging.log4j:log4j-slf4j-impl,org.testng:testng,27,217,278,0.12,0.1,0.12
org.mockito:mockito-all,org.springframework:spring-context-support,32,388,150,0.08,0.21,0.21
com.googlecode.json-simple:json-simple,junit:junit,126,151,2231,0.83,0.06,0.83
org.apache.kafka:kafka-clients,org.apache.thrift:libthrift,28,150,102,0.19,0.27,0.27
org.glassfish.jaxb:jaxb-runtime,org.powermock:powermock-api-mockito2,12,132,100,0.09,0.12,0.12
com.jayway.jsonpath:json-path,com.squareup.okhttp3:okhttp,22,120,212,0.18,0.1,0.18
junit:junit,org.quartz-scheduler:quartz,97,2231,133,0.04,0.73,0.73
org.apache.maven:maven-artifact,org.freemarker:freemarker,11,117,150,0.09,0.07,0.09
mysql:mysql-connector-java,org.apache.poi:poi-ooxml,52,494,134,0.11,0.39,0.39
mysql:mysql-connector-java,org.powermock:powermock-api-mockito2,29,494,100,0.06,0.29,0.29
org.apache.hadoop:hadoop-common,org.quartz-scheduler:quartz,13,125,133,0.1,0.1,0.1
com.google.code.gson:gson,org.mockito:mockito-junit-jupiter,29,624,107,0.05,0.27,0.27
javax.activation:activation,org.apache.commons:commons-compress,17,102,227,0.17,0.07,0.17
javax.activation:activation,org.apache.httpcomponents:httpcore,27,102,255,0.26,0.11,0.26
javax.activation:activation,org.apache.commons:commons-pool2,6,102,114,0.06,0.05,0.06
org.junit.jupiter:junit-jupiter,org.ow2.asm:asm,8,133,164,0.06,0.05,0.06
com.alibaba:druid,org.springframework:spring-jdbc,33,137,211,0.24,0.16,0.24
com.alibaba:druid,org.springframework:spring-test,38,137,325,0.28,0.12,0.28
com.github.ben-manes.caffeine:caffeine,org.springframework:spring-context,31,102,417,0.3,0.07,0.3
org.hamcrest:hamcrest,org.hibernate:hibernate-core,11,127,193,0.09,0.06,0.09
org.apache.maven:maven-core,org.mockito:mockito-all,20,183,388,0.11,0.05,0.11
org.apache.logging.log4j:log4j-core,org.eclipse.jetty:jetty-servlet,41,346,189,0.12,0.22,0.22
org.json:json,org.mybatis:mybatis,8,219,115,0.04,0.07,0.07
org.json:json,org.quartz-scheduler:quartz,25,219,133,0.11,0.19,0.19
org.slf4j:slf4j-simple,org.springframework.boot:spring-boot-starter-test,13,365,127,0.04,0.1,0.1
org.assertj:assertj-core,org.postgresql:postgresql,46,425,230,0.11,0.2,0.2
commons-fileupload:commons-fileupload,org.junit.jupiter:junit-jupiter-params,18,234,151,0.08,0.12,0.12
commons-fileupload:commons-fileupload,commons-lang:commons-lang,73,234,415,0.31,0.18,0.31
commons-fileupload:commons-fileupload,org.slf4j:log4j-over-slf4j,28,234,121,0.12,0.23,0.23
javax.servlet:servlet-api,org.powermock:powermock-module-junit4,30,267,203,0.11,0.15,0.15
org.freemarker:freemarker,org.slf4j:slf4j-log4j12,37,150,528,0.25,0.07,0.25
org.springframework:spring-context,org.springframework:spring-core,252,417,326,0.6,0.77,0.77
com.h2database:h2,org.apache.httpcomponents:httpclient,123,353,665,0.35,0.18,0.35
org.apache.logging.log4j:log4j-api,org.mybatis:mybatis,19,267,115,0.07,0.17,0.17
org.apache.lucene:lucene-analyzers-common,org.scala-lang:scala-library,14,105,174,0.13,0.08,0.13
org.apache.lucene:lucene-analyzers-common,org.junit.jupiter:junit-jupiter-api,9,105,262,0.09,0.03,0.09
org.apache.lucene:lucene-analyzers-common,org.apache.maven:maven-artifact,6,105,117,0.06,0.05,0.06
org.apache.commons:commons-compress,org.aspectj:aspectjweaver,26,227,163,0.11,0.16,0.16
org.apache.commons:commons-compress,org.junit.jupiter:junit-jupiter-engine,37,227,312,0.16,0.12,0.16
commons-io:commons-io,org.apache.curator:curator-framework,58,1001,116,0.06,0.5,0.5
commons-io:commons-io,org.junit.vintage:junit-vintage-engine,53,1001,104,0.05,0.51,0.51
com.zaxxer:HikariCP,org.springframework:spring-web,25,135,278,0.19,0.09,0.19
org.javassist:javassist,org.springframework:spring-context,69,222,417,0.31,0.17,0.31
cglib:cglib,org.hsqldb:hsqldb,29,126,190,0.23,0.15,0.23
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-core,29,134,326,0.22,0.09,0.22
org.mongodb:mongo-java-driver,org.yaml:snakeyaml,22,110,255,0.2,0.09,0.2
commons-cli:commons-cli,commons-net:commons-net,48,368,126,0.13,0.38,0.38
org.powermock:powermock-module-junit4,org.springframework.security:spring-security-web,18,203,102,0.09,0.18,0.18
org.springframework:spring-tx,org.testng:testng,19,160,278,0.12,0.07,0.12
commons-logging:commons-logging,org.hamcrest:hamcrest,31,360,127,0.09,0.24,0.24
org.apache.commons:commons-lang3,org.apache.httpcomponents:httpcore,151,918,255,0.16,0.59,0.59
org.apache.curator:curator-framework,org.awaitility:awaitility,4,116,141,0.03,0.03,0.03
ch.qos.logback:logback-classic,org.freemarker:freemarker,50,657,150,0.08,0.33,0.33
javax.ws.rs:javax.ws.rs-api,org.slf4j:slf4j-simple,25,134,365,0.19,0.07,0.19
org.hibernate:hibernate-entitymanager,redis.clients:jedis,7,109,179,0.06,0.04,0.06
